Year,SchoolCode,Site,3-Math-Advanced,3-Math-Satisfactory,3-Reading-Advanced,3-Reading-Satisfactory,4-Math-Advanced,4-Math-Satisfactory,4-Reading-Advanced,4-Reading-Satisfactory,5-Math-Advanced,5-Math-Satisfactory,5-Reading-Advanced,5-Reading-Satisfactory,5-SocialStudies-Advanced,5-SocialStudies-Satisfactory,5-Science-Advanced,5-Science-Satisfactory,5-Writing-Advanced,5-Writing-Satisfactory,6-Math-Advanced,6-Math-Satisfactory,6-Reading-Advanced,6-Reading-Satisfactory,7-Math-Advanced,7-Math-Satisfactory,7-Reading-Advanced,7-Reading-Satisfactory,7-Geography-Advanced,7-Geography-Satisfactory,8-Math-Advanced,8-Math-Satisfactory,8-Reading-Advanced,8-Reading-Satisfactory,8-History-Advanced,8-History-Satisfactory,8-Science-Advanced,8-Science-Satisfactory,8-Writing-Advanced,8-Writing-Satisfactory,EOI-Algebra-Advanced,EOI-Algebra-Satisfactory,EOI-EnglishII-Advanced,EOI-EnglishII-Satisfactory,EOI-USHistory-Advanced,EOI-USHistory-Satisfactory,EOI-Biology-Advanced,EOI-Biology-Satisfactory,EOI-AlgebraII-Advanced,EOI-AlgebraII-Satisfactory,EOI-Geometry-Advanced,EOI-Geometry-Satisfactory,EOI-EnglishIII-Advanced,EOI-EnglishIII-Satisfactory
2016,08I033105,CARNEGIE ELEMENTARY,0.2,0.8,0.12,0.96,0.31,0.97,0.07,0.9,0.71,0.94,0.19,0.94,0.26,0.81,0.23,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,08I033510,CARNEGIE MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.16,0.61,0,0.61,0.37,0.95,0.22,0.8,0.15,0.44,0.17,0.67,0.11,0.86,0.07,0.52,0.04,0.54,,,0.06,0.88,,,,,,,,,,,,
2016,08I033705,CARNEGIE HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.73,0.17,0.93,0.19,0.57,0.05,0.1,0,0.26,0.2,0.76,0.25,1
2016,08I056105,APACHE ELEMENTARY,0.41,0.68,0,0.82,0.2,0.93,0,0.7,0.39,0.87,0.13,0.81,0.48,0.9,0.16,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,08I056505,APACHE MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.26,0.71,0,0.69,0.15,0.62,0.13,0.69,0.15,0.51,0.2,0.63,0.09,0.84,0.18,0.7,0.05,0.55,,,,,,,,,,,,,,,,
2016,08I056705,APACHE HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.91,0.1,0.87,0.1,0.53,0,0.38,0.19,0.67,0.45,0.9,0.27,0.87
2016,08I064105,CYRIL ELEMENTARY,0.32,0.74,0,0.95,0.17,0.74,0,0.52,0.47,0.73,0.2,0.87,0.47,0.93,0.2,0.73,,,0.07,0.56,0.04,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,08I064610,JR HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,0,0.36,0.07,0.71,0.07,0.36,0,0.07,0.13,0.73,0.07,0.27,0,0.4,,,,,,,,,,,,,,,,
2016,08I064715,CYRIL HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.71,0,0.79,0.31,0.63,0.07,0.43,,,0.31,0.69,0.29,0.88
2016,08I086105,GRACEMONT ELEMENTARY,0.25,0.88,0.13,0.88,0,0.5,0,0.88,0.08,0.67,0,0.83,0.25,0.75,0.17,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,08I086705,GRACEMONT HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.78,0.33,0.56,,,0.14,0.71,0.67,1,0.17,0.83
2016,08I160105,CEMENT ELEMENTARY,0.12,0.41,0,0.65,0,0.67,0,0.67,0.4,0.73,0.13,0.67,0.07,0.6,0.13,0.4,,,0.54,1,0,0.85,0.16,0.63,0.21,0.84,0.16,0.42,0,0.33,0.1,0.7,0.2,0.6,0.3,0.6,,,,,,,,,,,,,,,,
2016,08I160715,CEMENT HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.88,0.27,1,,,0,0.8,0.17,0.33,0,0.64,0.17,0.83
2016,08I161105,HINTON ELEMENTARY,0.24,0.78,0,0.83,0.12,0.7,0.03,0.58,0.18,0.92,0.04,0.86,0.47,0.84,0.14,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,08I161610,HINTON MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.18,0.71,0.09,0.79,0.16,0.76,0.16,0.89,0.22,0.68,0.1,0.62,0.27,0.86,0.14,0.35,0.41,0.7,,,0.63,0.94,,,,,,,,,,,,
2016,08I161705,HINTON HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,0.75,0.17,0.97,0.21,0.62,0.15,0.56,0.19,0.58,0.3,0.81,0.44,0.93
2016,08I167105,FORT COBB-BROXTON LOWER ELEMENTARY,0.39,1,0.11,1,0.05,0.6,0.05,0.75,0.33,0.67,0.17,0.83,0.08,0.5,0.08,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,08I167505,FORT COBB-BROXTON MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.13,0.69,0.13,0.88,0,0.63,0.13,0.81,0.13,0.38,0.07,0.5,0.21,0.92,0.08,0.46,0.17,0.63,,,0.4,0.9,,,,,,,,,,,,
2016,08I167705,FORT COBB-BROXTON HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.62,0.17,0.94,0.1,0.3,0,0.22,0,0.3,0.13,0.53,0.06,0.78
2016,08I168105,BINGER-ONEY ELEMENTARY,0.11,0.89,0,1,0.3,0.85,0.05,1,0.4,0.93,0.2,1,0.8,1,0.33,0.93,,,0.43,0.81,0.1,0.9,0.15,0.74,0.15,0.85,0.26,0.7,0.29,0.65,0.18,0.82,0.41,0.76,0.06,0.65,,,,,,,,,,,,,,,,
2016,08I168705,BINGER-ONEY HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.71,0.05,0.85,0.05,0.53,0.06,0.22,0,0.07,0.15,0.65,0,0.76
2016,09C029105,RIVERSIDE ELEMENTARY,0.4,0.9,0.1,1,0.09,1,0,1,0.23,0.77,0.38,0.92,0.46,0.77,0.31,0.85,,,0.22,0.67,0,0.44,0.07,0.86,0.21,0.86,0.43,0.71,,,,,,,,,,,,,,,,,,,,,,,,
2016,09C031105,BANNER ELEMENTARY,0.5,1,0,0.93,0.39,1,0.06,1,0.55,1,0.36,1,0.55,1,0.55,0.91,,,0.6,0.87,0.47,0.93,0.47,1,0.27,1,0.47,0.8,0.71,1,0.45,1,0.64,0.91,0.36,0.91,,,,,,,,,,,,,,,,
2016,09C070105,DARLINGTON ELEMENTARY,0.45,1,0,1,0.3,0.95,0,0.65,0.44,1,0.06,0.89,0,0.5,0.11,0.39,,,0.41,0.94,0,0.59,0.19,0.94,0.13,0.81,0.25,0.75,0.17,0.5,0.08,0.83,0.08,0.25,0,0.5,,,,,,,,,,,,,,,,
2016,09C162105,MAPLE ELEMENTARY,0.47,0.87,0,0.87,0.5,1,0,1,0.64,1,0.09,1,0.55,1,0.45,0.64,,,0.21,0.86,0,0.93,,,,,,,,,0.14,0.86,0.43,0.71,0.43,0.86,,,0.57,1,,,,,,,,,,,,
2016,09I022105,PIEDMONT ELEMENTARY,0.56,0.93,0.08,0.9,0.29,0.95,0.02,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,09I022110,PIEDMONT PRIMARY ELEMENTARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,09I022115,STONE RIDGE ELEMENTARY,0.46,0.89,0.07,0.91,0.23,0.88,0.08,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,09I022120,NORTHWOOD ELEMENTARY,0.51,0.9,0.04,0.86,0.35,0.9,0.05,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,09I022125,PIEDMONT INTERMEDIATE ELEMENTARY,,,,,,,,,0.37,0.89,0.14,0.87,0.69,0.91,0.24,0.75,,,0.32,0.8,0.11,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,09I022510,PIEDMONT MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,,,,,0.47,0.92,0.24,0.86,0.43,0.79,0.6,0.89,0.35,0.95,0.43,0.79,0.46,0.87,,,1,1,,,,,,,,,,,,
2016,09I022705,PIEDMONT HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.73,0.28,0.92,0.51,0.92,0.19,0.63,0.22,0.75,0.4,0.82,0.27,0.9
2016,09I027105,CENTRAL ELEMENTARY,0.35,0.76,0.02,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,09I027110,MYERS ELEMENTARY,0.53,0.93,0.07,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,09I027115,SHEDECK ELEMENTARY,0.34,0.74,0.04,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,09I027120,RANCHWOOD ELEMENTARY,0.67,1,0.06,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,09I027125,SURREY HILLS ELEMENTARY,0.3,0.86,0.04,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,09I027130,PARKLAND ELEMENTARY,0.68,0.97,0.14,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,09I027135,SKYVIEW ELEMENTARY,0.41,0.95,0.05,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,09I027140,INDEPENDENCE ELEMENTARY,,,,,0.38,0.91,0.1,0.91,0.48,0.93,0.14,0.9,0.52,0.88,0.29,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,09I027145,LAKEVIEW ELEMENTARY,,,,,0.52,0.93,0.09,0.9,0.69,0.94,0.18,0.95,0.7,0.96,0.36,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,09I027520,YUKON MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.29,0.82,0.06,0.73,0.22,0.81,0.29,0.89,0.65,0.91,0.36,0.81,0.23,0.88,0.49,0.83,0.35,0.76,,,0.96,1,,,,,,,,,,,,
2016,09I027705,YUKON HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.85,0.25,0.92,0.26,0.73,0.24,0.64,0.44,0.92,0.56,0.91,0.25,0.97
2016,09I034110,HILLCREST ELEMENTARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,09I034120,LINCOLN LEARNING CENTER,0.24,0.75,0.06,0.74,0.27,0.83,0.03,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,09I034135,ROSE WITCHER ELEMENTARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,09I034510,LESLIE F. ROBLYER LEARNING CENTER,,,,,,,,,0.19,0.75,0.11,0.87,0.54,0.87,0.13,0.57,,,0.16,0.82,0.02,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,09I034610,ETTA DALE JR HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,0.21,0.84,0.12,0.8,0.18,0.54,0.14,0.77,0.13,0.86,0.12,0.59,0.05,0.53,,,0.34,0.95,,,,,,,,,,,,
2016,09I034705,EL RENO HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,0.75,0.07,0.78,0.21,0.68,0.12,0.59,0.14,0.75,0.39,0.9,0.09,0.87
2016,09I057105,UNION CITY ELEMENTARY,0.4,0.67,0,0.87,0,0.73,0,0.82,0.59,0.94,0.06,0.88,0.47,0.88,0.18,0.71,,,0.13,0.67,0,0.87,0.38,0.75,0.38,0.88,0.5,0.81,0.12,0.41,0.18,0.94,0.33,0.72,0.17,0.61,,,,,,,,,,,,,,,,
2016,09I057705,UNION CITY HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,0.75,0.16,0.95,0.24,0.66,0.18,0.71,0.5,1,0,0.8,0.3,0.78
2016,09I069105,MUSTANG ELEMENTARY,0.33,0.84,0.06,0.9,0.22,0.77,0.03,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,09I069110,MUSTANG VALLEY ELEMENTARY,0.37,0.76,0.05,0.84,0.34,0.91,0.05,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,09I069115,MUSTANG LAKEHOMA ELEMENTARY,0.54,0.94,0.04,0.94,0.31,0.87,0.06,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,09I069120,MUSTANG TRAILS ELEMENTARY,0.31,0.8,0.11,0.81,0.16,0.79,0.03,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,09I069125,MUSTANG CREEK ELEMENTARY,0.27,0.66,0.01,0.79,0.25,0.79,0.04,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,09I069130,MUSTANG EDUCATION CTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,09I069135,MUSTANG CENTENNIAL ELEMENTARY,0.33,0.88,0.02,0.89,0.18,0.76,0,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,09I069140,MUSTANG HORIZON INTERMEDIATE ELEMENTARY SCHOOL,,,,,,,,,0.4,0.83,0.08,0.81,0.36,0.73,0.22,0.66,,,0.27,0.78,0.07,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,09I069145,CANYON RIDGE INTERMEDIATE ELEMENTARY SCHOOL,,,,,,,,,0.45,0.88,0.1,0.83,0.48,0.82,0.2,0.67,,,0.46,0.89,0.05,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,09I069150,PRAIRIE VIEW ELEMENTARY SCHOOL,0.38,0.85,0.02,0.87,0.26,0.9,0.03,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,09I069505,MUSTANG MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,,,,,0.39,0.89,0.25,0.86,0.43,0.77,0.34,0.89,0.29,0.94,0.55,0.87,0.33,0.83,,,0.8,1,,,,,,,,,1,1,,
2016,09I069510,MUSTANG NORTH MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,,,,,0.36,0.88,0.26,0.86,0.64,0.88,0.31,0.8,0.32,0.95,0.4,0.83,0.23,0.75,,,0.84,1,,,,,,,,,0.94,1,,
2016,09I069705,MUSTANG HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,0.9,0.24,0.9,0.28,0.77,0.24,0.71,0.17,0.84,0.48,0.93,0.25,0.95
2016,09I076105,CALUMET ELEMENTARY,0.58,0.75,0.08,0.92,0.38,1,0,1,0.22,0.89,0.22,0.89,0.56,1,0.22,0.89,,,0.17,1,0,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,09I076610,CALUMET JR HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,0.05,0.45,0.05,0.8,0.1,0.5,0.31,0.75,0.19,0.94,0.06,0.19,0.19,0.56,,,,,,,,,,,,,,,,
2016,09I076705,CALUMET HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.8,0.15,1,0.09,0.27,0.17,0.58,0,0.6,0.33,0.92,0.33,1
2016,10C072105,ZANEIS ELEMENTARY,0.29,0.86,0.05,0.81,0.35,0.94,0.06,0.94,0.44,1,0,0.94,0.44,0.94,0.13,0.75,,,0.09,0.64,0.05,0.5,0.18,0.73,0.09,0.82,0,0.36,,,0.21,0.93,0.14,0.64,0.14,0.57,,,0.17,0.92,,,,,,,,,,,,
2016,10I019110,CHARLES EVANS ELEMENTARY,0.07,0.52,0,0.74,0.06,0.47,0,0.56,0.32,0.79,0.08,0.81,0.37,0.8,0.15,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,10I019120,JEFFERSON ELEMENTARY,0.04,0.33,0,0.5,0,0.53,0,0.53,0.36,0.71,0.04,0.68,0.46,0.64,0.04,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,10I019125,LINCOLN ELEMENTARY,0.24,0.72,0.02,0.8,0.19,0.7,0.04,0.64,0.39,0.91,0.09,1,0.45,0.94,0.27,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,10I019135,WILL ROGERS ELEMENTARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,10I019505,ARDMORE MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.09,0.58,0.03,0.56,0.07,0.63,0.07,0.65,0.18,0.45,0.04,0.41,0.09,0.81,0.05,0.36,0.09,0.46,,,0.3,0.93,,,,,,,,,,,,
2016,10I019705,ARDMORE HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.52,0.13,0.77,0.22,0.7,0.08,0.32,0.2,0.79,0.26,0.72,0.16,0.78
2016,10I021105,SPRINGER ELEMENTARY,0.1,0.5,0.1,0.9,0.07,0.67,0,0.73,0.07,0.5,0,0.57,0,0.21,0,0.21,,,0.18,0.82,0,0.91,0.11,1,0,0.78,0.56,0.78,0.09,0.36,0.09,0.82,0.27,0.73,0.18,0.55,,,,,,,,,,,,,,,,
2016,10I021705,SPRINGER HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,1,0.1,0.9,0.38,0.88,0.18,0.55,,,,,0.43,0.86
2016,10I027105,PLAINVIEW PRIMARY ELEMENTARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,10I027110,PLAINVIEW INTERMEDIATE ELEMENTARY SCHOOL,0.4,0.84,0.09,0.92,0.53,0.93,0.16,0.92,0.52,0.94,0.25,0.97,0.83,0.97,0.3,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,10I027505,PLAINVIEW MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.18,0.79,0.06,0.85,0.32,0.85,0.35,0.93,0.54,0.82,0.41,0.85,0.3,0.95,0.54,0.87,0.43,0.9,,,1,1,,,,,,,,,,,,
2016,10I027705,PLAINVIEW HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,1,0.46,0.95,0.35,0.87,0.43,0.86,0.84,1,0.74,0.99,0.58,0.99
2016,10I032105,LONE GROVE INTERMEDIATE SCHOOL,0.33,0.94,0.07,0.94,0.28,0.88,0.06,0.88,0.2,0.76,0.11,0.92,0.5,0.86,0.21,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,10I032110,LONE GROVE PRIMARY ELEMENTARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,10I032505,LONE GROVE MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.29,0.83,0.15,0.91,0.12,0.62,0.19,0.83,0.32,0.66,0.29,0.64,0.25,0.91,0.2,0.59,0.26,0.68,,,,,,,,,,,,,,,,
2016,10I032705,LONE GROVE HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,0.94,0.31,0.93,0.4,0.87,0.24,0.65,0.31,0.96,0.5,0.94,0.44,1
2016,10I043105,WILSON ELEMENTARY,0.07,0.53,0,0.6,0,0.41,0,0.65,0.29,0.53,0.12,0.65,0.18,0.59,0.06,0.29,,,0,0.61,0,0.56,0,0.52,0.08,0.64,0.32,0.56,0.09,0.5,0.16,0.69,0.09,0.69,0.06,0.59,,,,,,,,,,,,,,,,
2016,10I043705,WILSON HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,0.77,0.1,0.8,0.11,0.39,0,0.23,0.24,0.92,0.45,0.9,0.19,0.96
2016,10I055105,HEALDTON ELEMENTARY,0.15,0.6,0,0.65,0.12,0.72,0,0.72,0.52,0.95,0.24,0.86,0.52,0.95,0,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,10I055505,HEALDTON MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.16,0.63,0,0.47,0.09,0.68,0.14,0.77,0.09,0.27,0.48,0.88,0.2,1,0.16,0.6,0.08,0.48,,,,,,,,,,,,,,,,
2016,10I055705,HEALDTON HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.72,0.13,0.71,0.04,0.54,0.13,0.41,0.27,0.87,0.36,0.96,0.03,0.86
2016,10I074105,FOX ELEMENTARY,0.26,0.63,0,0.68,0.06,0.56,0,0.56,0.36,0.64,0.14,0.71,0.36,0.64,0.29,0.71,,,0.09,0.91,0,0.91,0,0.67,0.13,0.87,0.2,0.6,0.19,0.63,0.33,0.83,0.39,0.89,0.11,0.61,,,,,,,,,,,,,,,,
2016,10I074705,FOX HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,0.85,0.13,1,0.29,0.71,0,0.27,0.17,0.67,,,0.22,0.67
2016,10I077105,DICKSON ELEMENTARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,10I077110,DICKSON UPPER ELEMENTARY,0.32,0.85,0.01,0.88,0.15,0.8,0.03,0.85,0.2,0.81,0.12,0.9,0.62,0.94,0.25,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,10I077510,DICKSON MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.06,0.76,0,0.78,0.14,0.81,0.12,0.87,0.21,0.44,0.09,0.51,0.2,0.82,0.25,0.59,0.23,0.73,,,0.63,1,,,,,,,,,,,,
2016,10I077705,DICKSON HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.7,0.13,0.79,0.25,0.71,0.12,0.59,0.52,0.94,0.38,0.91,0.33,0.9
2016,11C010105,LOWREY ELEMENTARY,0.17,0.67,0,0.58,0,0.71,0,0.29,0.08,0.46,0.08,0.69,0.08,0.46,0.08,0.62,,,0,0.5,0,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,11C014105,NORWOOD ELEMENTARY,0.33,0.83,0,1,0.2,0.73,0,0.6,0.06,0.63,0.06,0.59,0.06,0.29,0,0.35,,,0.08,0.54,0,0.62,0.08,1,0.17,0.92,0.33,0.75,0.1,0.5,0,0.77,0.08,0.46,0.08,0.46,,,,,,,,,,,,,,,,
2016,11C021105,WOODALL ELEMENTARY,0.36,0.96,0,0.92,0.18,0.82,0.02,0.75,0.52,0.85,0.15,0.89,0.59,0.81,0.15,0.67,,,0.32,0.91,0.07,0.8,0.33,0.94,0.14,0.92,0.86,0.97,0.43,0.86,0.15,0.88,0.67,0.94,0.09,0.58,,,0.71,1,,,,,,,,,,,,
2016,11C026105,SHADY GROVE ELEMENTARY,0.23,0.77,0,0.92,0,0.82,0,0.64,0.17,0.67,0,0.67,0.17,0.83,0,0.5,,,0.14,1,0,0.86,0.22,0.78,0.11,0.89,0.11,0.56,0.18,0.73,0.18,1,0.18,0.73,0.09,0.55,,,,,,,,,,,,,,,,
2016,11C031105,PEGGS ELEMENTARY,0.55,0.9,0.05,0.8,0.31,0.94,0.06,0.69,0.25,0.88,0.13,0.94,0.19,0.69,0.06,0.69,,,0.14,0.86,0.18,0.91,0.1,0.9,0.1,1,0.4,0.8,,,0.55,1,0.73,0.82,0.55,1,,,0.83,1,,,,,,,,,,,,
2016,11C034105,GRAND VIEW ELEMENTARY,0.24,0.86,0.03,0.79,0.36,0.88,0.02,0.86,0.37,0.93,0.23,0.77,0.43,0.9,0.2,0.73,,,0.26,0.81,0.1,0.77,0.29,0.75,0.37,0.89,0.22,0.67,0,0.5,0.26,0.97,0.35,0.59,0.26,0.74,,,,,,,,,,,,,,,,
2016,11C044105,BRIGGS ELEMENTARY,0.43,0.83,0,0.83,0.1,0.88,0,0.8,0.18,0.79,0.04,0.71,0.11,0.57,0.11,0.46,,,0.12,0.7,0.03,0.67,0.08,0.69,0.11,0.81,0.17,0.56,0,0.13,0.17,0.77,0.1,0.37,0.07,0.5,,,0.33,1,,,,,,,,,,,,
2016,11C066105,TENKILLER ELEMENTARY,0.3,0.9,0.05,0.95,0.27,1,0,0.95,0.19,0.69,0.19,0.81,0.13,0.56,0,0.56,,,0.28,0.83,0,0.56,0.32,0.74,0,0.89,0.47,0.68,0,0.38,0.27,0.82,0.14,0.5,0.18,0.45,,,0.43,0.93,,,,,,,,,,,,
2016,11I006105,KEYS ELEMENTARY,0.05,0.58,0,0.88,0.22,0.67,0.02,0.87,0.18,0.74,0.03,0.8,0.51,0.87,0.1,0.62,,,0.1,0.61,0.02,0.66,0.15,0.77,0.15,0.87,0.26,0.62,0.06,0.61,0.21,0.97,0.24,0.68,0.32,0.71,,,0.5,0.94,,,,,,,,,,,,
2016,11I006705,KEYS HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.75,0.14,0.93,0.27,0.8,0.11,0.52,0.11,0.71,0.6,1,0.46,0.95
2016,11I016105,HULBERT ELEMENTARY,0.1,0.56,0.03,0.74,0.18,0.68,0.04,0.79,0.64,0.92,0.08,0.76,0.36,0.72,0.28,0.76,,,0.36,0.96,0.07,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,11I016615,HULBERT JR HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,0,0.64,0,0.67,0.08,0.39,0.13,0.47,0.07,0.73,0.2,0.67,0.23,0.63,,,,,,,,,,,,,,,,
2016,11I016715,HULBERT SR HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.8,0,0.81,0.22,0.69,0.2,0.67,0.2,0.89,0.12,0.48,0.11,0.89
2016,11I035115,SEQUOYAH ELEMENTARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
